(186, 625)
(198, 631)
(205, 643)
(213, 627)
(225, 629)
(229, 621)
(252, 628)
(254, 624)
(273, 639)
(288, 611)
(298, 609)
(314, 613)
(322, 617)
(327, 619)
(330, 629)
(334, 621)
(350, 627)
(348, 617)
(378, 620)
(375, 608)
(378, 608)
(388, 618)
(390, 613)
(394, 616)
(394, 620)
(401, 619)
(401, 625)
(430, 622)
(446, 633)
(453, 627)
(462, 626)
(471, 622)
(476, 625)
(480, 625)
(483, 617)
(491, 615)
(498, 611)
(501, 601)
(504, 594)
(500, 592)
(478, 593)
(481, 589)
(478, 585)
(468, 588)
(473, 584)
(461, 582)
(479, 582)
(486, 572)
(475, 565)
(482, 563)
(490, 564)
(492, 568)
(502, 564)
(496, 559)
(494, 552)
(501, 555)
(504, 558)
(510, 551)
(517, 543)
(522, 531)
(526, 518)
(526, 506)
(519, 496)
(502, 487)
(482, 483)
(478, 487)
(470, 495)
(463, 486)
(456, 485)
(459, 475)
(466, 476)
(472, 473)
(476, 465)
(464, 441)
(464, 435)
(470, 437)
(462, 415)
(459, 407)
(466, 401)
(466, 394)
(458, 390)
(455, 387)
(452, 377)
(448, 370)
(433, 360)
(428, 360)
(424, 341)
(420, 308)
(422, 294)
(414, 287)
(407, 269)
(396, 260)
(383, 251)
(377, 259)
(357, 253)
(357, 249)
(371, 247)
(372, 243)
(376, 242)
(388, 243)
(393, 241)
(386, 233)
(386, 225)
(369, 229)
(382, 222)
(393, 223)
(406, 211)
(416, 198)
(423, 190)
(423, 180)
(436, 167)
(438, 155)
(431, 149)
(397, 142)
(388, 137)
(370, 141)
(358, 139)
(358, 143)
(350, 142)
(348, 134)
(357, 131)
(361, 133)
(370, 125)
(358, 123)
(372, 113)
(388, 105)
(400, 97)
(401, 89)
(402, 84)
(407, 80)
(407, 76)
(399, 75)
(395, 77)
(365, 75)
(362, 73)
(354, 79)
(354, 69)
(346, 74)
(348, 68)
(342, 63)
(333, 69)
(338, 75)
(336, 77)
(329, 77)
(336, 88)
(320, 86)
(324, 96)
(316, 96)
(318, 111)
(308, 107)
(306, 113)
(300, 111)
(294, 113)
(296, 121)
(304, 130)
(304, 139)
(304, 148)
(305, 154)
(294, 154)
(301, 163)
(296, 167)
(288, 166)
(280, 170)
(284, 181)
(269, 179)
(265, 181)
(274, 185)
(289, 189)
(273, 187)
(276, 193)
(266, 187)
(259, 191)
(267, 193)
(264, 203)
(263, 205)
(252, 204)
(259, 209)
(263, 211)
(269, 210)
(280, 203)
(278, 199)
(304, 183)
(305, 191)
(310, 191)
(291, 199)
(290, 202)
(296, 207)
(291, 207)
(286, 209)
(284, 213)
(282, 219)
(282, 227)
(273, 235)
(282, 233)
(281, 237)
(274, 245)
(280, 247)
(268, 257)
(266, 266)
(260, 277)
(263, 279)
(270, 278)
(271, 273)
(276, 259)
(278, 253)
(284, 251)
(282, 239)
(306, 227)
(306, 238)
(319, 251)
(305, 243)
(301, 254)
(298, 260)
(306, 277)
(295, 287)
(299, 290)
(287, 300)
(287, 312)
(276, 313)
(285, 320)
(293, 315)
(302, 331)
(304, 317)
(310, 319)
(316, 329)
(319, 324)
(321, 331)
(328, 324)
(336, 325)
(344, 319)
(354, 323)
(362, 324)
(353, 331)
(351, 327)
(343, 327)
(338, 336)
(332, 345)
(335, 354)
(338, 364)
(335, 370)
(340, 375)
(346, 367)
(342, 383)
(348, 385)
(357, 375)
(360, 375)
(354, 387)
(356, 392)
(356, 395)
(345, 396)
(344, 401)
(350, 405)
(352, 410)
(342, 417)
(340, 421)
(350, 433)
(340, 429)
(333, 428)
(340, 441)
(339, 441)
(334, 441)
(328, 429)
(328, 429)
(314, 433)
(306, 425)
(306, 433)
(294, 429)
(298, 421)
(289, 415)
(280, 416)
(279, 423)
(286, 433)
(285, 442)
(264, 451)
(265, 455)
(268, 461)
(272, 461)
(283, 452)
(286, 455)
(292, 458)
(294, 474)
(291, 486)
(274, 499)
(264, 502)
(257, 499)
(250, 505)
(237, 507)
(230, 507)
(230, 507)
(228, 513)
(229, 522)
(234, 526)
(243, 527)
(233, 531)
(239, 536)
(246, 536)
(252, 529)
(258, 527)
(265, 530)
(266, 536)
(268, 547)
(274, 545)
(280, 541)
(285, 541)
(288, 551)
(293, 560)
(298, 563)
(307, 564)
(312, 558)
(318, 553)
(325, 554)
(330, 553)
(346, 544)
(348, 547)
(318, 565)
(318, 571)
(314, 575)
(305, 579)
(294, 575)
(284, 569)
(268, 568)
(263, 571)
(259, 581)
(250, 575)
(247, 576)
(245, 587)
(244, 595)
(234, 600)
(228, 604)
(224, 602)
(218, 609)
(215, 613)
(213, 613)
(208, 620)
(186, 625)
