701,477
698,477
702,478
695,481
692,481
688,481
685,482
682,483
682,489
678,493
684,495
684,497
683,500
682,505
678,508
681,509
684,509
687,509
689,509
692,509
692,510
692,512
690,514
687,518
685,521
685,521
685,524
688,525
690,525
693,525
696,525
697,526
698,528
698,529
698,531
697,534
694,537
692,539
688,543
684,545
683,548
680,550
675,550
674,545
670,544
667,543
662,540
658,539
661,537
665,536
667,534
665,532
664,529
664,525
664,523
664,521
664,521
666,521
668,519
670,517
674,517
677,516
673,514
670,513
666,509
666,505
666,501
662,501
659,501
656,501
652,499
649,501
646,506
646,511
646,515
646,520
645,524
645,532
643,537
640,543
638,544
635,549
634,551
631,553
630,555
628,558
625,560
624,560
623,563
622,565
618,565
615,565
615,568
618,573
619,577
616,577
616,579
610,581
604,581
601,582
606,586
611,590
615,590
618,588
622,588
625,591
625,594
620,593
616,591
616,594
619,594
621,598
622,599
623,600
625,601
623,603
619,602
623,604
623,604
623,604
626,609
629,613
625,614
621,614
618,609
615,606
612,604
607,605
609,601
614,601
612,596
608,593
604,591
600,591
596,590
590,590
587,593
591,593
594,595
598,597
603,601
605,604
606,607
601,610
594,605
592,601
588,601
585,602
582,603
578,605
574,605
570,608
568,609
566,610
565,611
565,611
560,613
555,614
552,618
547,621
540,621
539,621
533,621
527,622
524,622
520,622
516,623
511,626
508,628
506,630
503,634
503,639
503,643
503,647
500,651
501,653
504,657
504,661
501,663
497,668
498,669
500,670
502,677
502,681
498,681
492,682
486,685
484,688
480,689
476,690
474,690
470,692
468,692
466,692
464,693
464,693
460,693
458,693
456,693
453,694
450,695
449,695
446,695
446,695
444,697
441,698
438,699
437,699
437,699
437,699
437,700
436,701
436,702
436,702
430,708
432,713
434,713
436,714
442,718
448,721
443,721
438,721
432,719
428,719
426,721
423,725
420,729
420,729
417,729
412,727
409,726
408,723
406,723
403,721
398,719
390,717
386,715
382,714
380,714
382,717
382,717
378,719
374,719
374,718
372,714
370,709
370,706
368,702
372,699
374,697
374,693
373,691
370,691
366,691
362,693
359,694
352,693
343,687
343,690
346,694
343,697
340,701
342,705
346,709
346,713
350,716
354,721
353,723
355,727
352,732
349,735
350,737
352,741
348,748
349,753
350,755
352,756
356,760
357,763
351,764
346,764
341,764
336,764
333,757
331,757
331,760
325,762
322,766
316,761
316,757
315,752
310,751
309,752
308,754
303,756
301,757
298,760
295,761
295,760
295,757
295,755
293,751
289,747
289,745
286,739
282,737
279,740
279,740
278,734
273,733
266,733
260,732
262,739
262,744
255,741
248,736
248,742
246,744
239,741
238,735
234,736
226,740
226,735
219,735
218,736
210,739
201,746
201,749
201,753
202,754
202,757
205,757
209,756
213,753
220,751
224,751
224,754
221,757
217,758
226,761
230,765
225,764
216,763
214,767
220,772
223,775
218,775
210,775
204,775
197,775
204,779
211,779
213,781
213,786
213,790
213,794
215,795
221,795
222,795
222,789
225,783
229,785
230,789
235,793
238,797
236,797
236,799
236,799
236,799
